emp_no,first_name,last_name,to_date,title,salary
74731,Hironobu,Kleiser,1995-12-01,Staff,40000
74742,Troy,Gurbaxani,9999-01-01,Senior Engineer,40000
74742,Troy,Gurbaxani,1993-06-07,Engineer,40000
74783,Eckart,Schaaf,9999-01-01,Senior Engineer,65655
74783,Eckart,Schaaf,1995-07-10,Engineer,65655
74811,Khatoun,Pardalos,9999-01-01,Senior Engineer,53056
74811,Khatoun,Pardalos,1993-11-17,Engineer,53056
74868,Shuji,Parfitt,1995-08-28,Staff,43508
74868,Shuji,Parfitt,9999-01-01,Senior Staff,43508
74878,Mark,Leaver,9999-01-01,Senior Engineer,50609
74878,Mark,Leaver,1994-09-15,Engineer,50609
74899,Shietung,Vendrig,1994-06-26,Technique Leader,42366
74922,Etsuo,Milicic,9999-01-01,Senior Engineer,40000
74922,Etsuo,Milicic,1998-08-25,Engineer,40000
74922,Etsuo,Milicic,1993-08-25,Assistant Engineer,40000
74938,Mohit,Felcyn,9999-01-01,Senior Engineer,42244
74938,Mohit,Felcyn,2000-09-11,Engineer,42244
74939,Rimli,Valiente,9999-01-01,Senior Engineer,40000
74950,Weidon,Trelles,9999-01-01,Technique Leader,40000
74958,Mantis,Rissland,1992-12-04,Staff,41636
74958,Mantis,Rissland,9999-01-01,Senior Staff,41636
74961,Tianruo,Vitiello,1997-10-18,Engineer,73592
74965,Owen,Babu,1996-04-24,Staff,67482
74965,Owen,Babu,9999-01-01,Senior Staff,67482
75007,Yunming,Bharadwaj,9999-01-01,Senior Engineer,40000
75007,Yunming,Bharadwaj,2001-01-30,Engineer,40000
75011,Moty,Codenie,1996-03-27,Staff,40000
75011,Moty,Codenie,2001-08-19,Senior Staff,40000
75039,Shahid,Suppi,1997-04-22,Technique Leader,63422
75051,Roddy,Mansanne,1995-08-19,Staff,67846
75051,Roddy,Mansanne,9999-01-01,Senior Staff,67846
75064,Insup,Kalorkoti,1992-01-20,Staff,40000
75064,Insup,Kalorkoti,9999-01-01,Senior Staff,40000
75065,Chenyi,Sinitsyn,1994-03-08,Staff,50867
75065,Chenyi,Sinitsyn,9999-01-01,Senior Staff,50867
75066,Aiman,Mungall,9999-01-01,Senior Staff,43279
75068,Vasilii,Rando,9999-01-01,Senior Staff,51094
75074,Koldo,Gyimothy,9999-01-01,Senior Engineer,67491
75126,Arif,Schaar,9999-01-01,Senior Engineer,40000
75126,Arif,Schaar,1994-03-12,Engineer,40000
75142,Uwe,Speckmann,9999-01-01,Staff,81072
75151,Weicheng,Gecsei,1997-11-19,Staff,40000
75151,Weicheng,Gecsei,9999-01-01,Senior Staff,40000
75158,Eben,Kropatsch,1991-10-22,Senior Staff,47324
75166,Aamod,Snyers,9999-01-01,Engineer,71375
75172,Xianlong,Kohling,9999-01-01,Senior Engineer,48451
75189,Khedija,Erie,1995-02-01,Engineer,61559
75192,Zejun,Speer,9999-01-01,Senior Engineer,48460
75196,Marla,Kenevan,2001-06-22,Staff,42682
75196,Marla,Kenevan,9999-01-01,Senior Staff,42682
75201,Boguslaw,Basagni,1992-10-28,Staff,62433
75201,Boguslaw,Basagni,9999-01-01,Senior Staff,62433
75218,Jaroslava,Fujisawa,9999-01-01,Senior Engineer,51557
75218,Jaroslava,Fujisawa,1993-07-13,Engineer,51557
75221,Bilhanan,Pelc,1992-03-14,Staff,40000
75221,Bilhanan,Pelc,9999-01-01,Senior Staff,40000
75226,Nechama,Couchot,9999-01-01,Senior Engineer,46501
75249,Parto,Junet,1993-08-20,Staff,40000
75249,Parto,Junet,9999-01-01,Senior Staff,40000
75253,Kwee,Schaar,9999-01-01,Senior Engineer,40000
75253,Kwee,Schaar,1995-12-22,Engineer,40000
75272,Hidekazu,Imataki,9999-01-01,Senior Engineer,40000
75272,Hidekazu,Imataki,1994-06-04,Engineer,40000
75314,Valter,Ranst,9999-01-01,Senior Staff,85932
75378,Koldo,Msuda,1997-02-08,Staff,40000
75379,Geraldo,Desikan,9999-01-01,Technique Leader,40000
75390,Ulf,Gewali,1992-07-23,Staff,40000
75390,Ulf,Gewali,9999-01-01,Senior Staff,40000
75395,Thanasis,Marchesini,1995-08-27,Engineer,71418
75406,Paraskevi,Luca,1992-09-17,Staff,71315
75406,Paraskevi,Luca,9999-01-01,Senior Staff,71315
75418,Kristine,Kroll,9999-01-01,Senior Engineer,40000
75418,Kristine,Kroll,1995-07-27,Engineer,40000
75435,Maria,Veccia,9999-01-01,Technique Leader,44486
75514,Jaihie,Ozeri,9999-01-01,Senior Engineer,40000
75514,Jaihie,Ozeri,1991-08-09,Engineer,40000
75529,Behnaam,Loncour,1991-08-10,Senior Staff,57678
75533,Tomoyuki,Coorg,9999-01-01,Senior Staff,69617
75546,Geoffrey,Samarati,9999-01-01,Senior Engineer,40000
75549,King,Schiettecatte,1991-02-21,Staff,72720
75549,King,Schiettecatte,9999-01-01,Senior Staff,72720
75568,Susanta,Meszaros,9999-01-01,Senior Engineer,40000
75568,Susanta,Meszaros,2000-12-15,Engineer,40000
75574,Utpal,Melton,1992-01-28,Staff,79671
75574,Utpal,Melton,9999-01-01,Senior Staff,79671
75592,Gretta,Borstler,1998-09-14,Senior Staff,64570
75643,Chrisa,Oberman,9999-01-01,Senior Engineer,40000
75643,Chrisa,Oberman,2000-04-15,Engineer,40000
75643,Chrisa,Oberman,1995-04-16,Assistant Engineer,40000
75659,Saniya,Riefers,9999-01-01,Technique Leader,41129
75688,Adamantios,Crooks,9999-01-01,Staff,58658
75695,Patricia,Speek,9999-01-01,Senior Engineer,40000
75695,Patricia,Speek,1994-04-20,Engineer,40000
75698,Shigehiro,Maquelin,1992-08-09,Engineer,46959
75699,Toshimi,Uhrig,1995-03-07,Staff,54831
75699,Toshimi,Uhrig,9999-01-01,Senior Staff,54831
75717,Waiman,Schach,9999-01-01,Senior Engineer,59233
75717,Waiman,Schach,1997-11-05,Engineer,59233
75722,Poorav,Furudate,1997-03-27,Staff,45530
75722,Poorav,Furudate,9999-01-01,Senior Staff,45530
75725,Stella,Rijsenbrij,1998-01-07,Staff,55633
75725,Stella,Rijsenbrij,9999-01-01,Senior Staff,55633
75737,Koldo,Jording,1994-12-26,Staff,71231
75737,Koldo,Jording,9999-01-01,Senior Staff,71231
75738,Guozhong,Muhlberg,1991-08-16,Staff,90423
75738,Guozhong,Muhlberg,1999-05-05,Senior Staff,90423
75741,Candido,Birsak,1994-07-09,Staff,71341
75741,Candido,Birsak,9999-01-01,Senior Staff,71341
75748,Xuejia,Varman,9999-01-01,Senior Staff,64885
75755,Harjit,Mullainathan,9999-01-01,Senior Engineer,40119
75755,Harjit,Mullainathan,1995-02-27,Engineer,40119
75767,Rosella,Spell,1993-02-05,Engineer,65626
75797,Djelloul,Yetim,1994-10-22,Staff,41515
75827,Tianruo,Tsunoo,2001-08-27,Senior Staff,56486
75830,Zita,Szemeredi,1988-01-21,Engineer,72187
75832,Guiseppe,Sherertz,9999-01-01,Engineer,52362
75840,Unal,Baar,1995-09-16,Staff,80223
75840,Unal,Baar,9999-01-01,Senior Staff,80223
75851,Gor,Leonhardt,9999-01-01,Senior Engineer,40000
75851,Gor,Leonhardt,1997-11-07,Engineer,40000
75854,Shahab,Grabner,9999-01-01,Senior Engineer,52809
75854,Shahab,Grabner,2000-07-26,Engineer,52809
75868,Marko,Sadowski,1993-06-12,Staff,56136
75868,Marko,Sadowski,9999-01-01,Senior Staff,56136
75874,Tsz,Cusworth,9999-01-01,Staff,40000
75891,Przemyslawa,Moffat,9999-01-01,Staff,45509
75914,Ortrun,Mersereau,1996-09-02,Staff,67441
75914,Ortrun,Mersereau,9999-01-01,Senior Staff,67441
75915,Luisa,Maierhofer,9999-01-01,Senior Engineer,40000
75915,Luisa,Maierhofer,2002-01-31,Engineer,40000
75916,Dante,Besselaar,9999-01-01,Engineer,42232
75923,Paddy,Krichel,9999-01-01,Senior Engineer,40000
75923,Paddy,Krichel,1992-10-31,Engineer,40000
75927,Mooi,Debuse,9999-01-01,Technique Leader,51255
75938,Naraig,McFarlan,9999-01-01,Technique Leader,40000
75945,Hinrich,Zedlitz,1999-11-29,Engineer,45944
75952,Luerbio,Toyoshima,9999-01-01,Senior Engineer,47326
75952,Luerbio,Toyoshima,2001-01-18,Engineer,47326
75990,Irene,Montemayor,2000-05-04,Staff,45551
75990,Irene,Montemayor,9999-01-01,Senior Staff,45551
76006,Filipp,Vakili,9999-01-01,Senior Engineer,40000
76006,Filipp,Vakili,1991-04-16,Engineer,40000
76022,Xuejia,Hanabata,9999-01-01,Senior Engineer,40000
76022,Xuejia,Hanabata,1999-06-25,Engineer,40000
76022,Xuejia,Hanabata,1993-06-25,Assistant Engineer,40000
76030,True,Jakobus,2000-06-29,Staff,40000
76030,True,Jakobus,9999-01-01,Senior Staff,40000
76083,Uzi,Kusalik,1999-03-17,Engineer,58509
76104,True,Garrabrants,9999-01-01,Staff,45296
76121,Ioana,Vakili,9999-01-01,Senior Engineer,40000
76121,Ioana,Vakili,1993-11-10,Engineer,40000
76123,Ymte,Adachi,1993-11-25,Staff,40000
76123,Ymte,Adachi,1996-12-16,Senior Staff,40000
76136,Sakthirel,Rando,9999-01-01,Staff,40000
76137,Utz,Llado,1992-07-25,Staff,40000
76137,Utz,Llado,9999-01-01,Senior Staff,40000
76142,Nikolaos,Ambroszkiewicz,9999-01-01,Senior Staff,88018
76144,Khue,Clemencon,9999-01-01,Technique Leader,40000
76151,Manton,Marakhovsky,9999-01-01,Senior Engineer,40000
76151,Manton,Marakhovsky,2001-08-30,Engineer,40000
76159,Almudena,Molenaar,9999-01-01,Engineer,70738
76177,Kerryn,Sommen,9999-01-01,Technique Leader,40000
76195,Theirry,Honglei,1987-09-02,Senior Staff,74373
76247,Mads,Azuma,1994-10-03,Staff,82475
76247,Mads,Azuma,9999-01-01,Senior Staff,82475
76252,Marco,Khamsi,1992-05-20,Staff,53468
76252,Marco,Khamsi,9999-01-01,Senior Staff,53468
76265,Doowon,Stavenow,9999-01-01,Senior Engineer,48981
76265,Doowon,Stavenow,1999-10-16,Engineer,48981
76265,Doowon,Stavenow,1993-10-16,Assistant Engineer,48981
76278,Oldrich,Heiserman,9999-01-01,Senior Engineer,40000
76278,Oldrich,Heiserman,1996-03-16,Engineer,40000
76322,Sanjoy,Pepe,1995-09-06,Staff,62824
76322,Sanjoy,Pepe,9999-01-01,Senior Staff,62824
76331,Jaroslava,Delgrange,9999-01-01,Staff,71238
76350,Oscar,Unno,1992-08-09,Engineer,47719
76358,Jordanka,Chinal,9999-01-01,Senior Engineer,42161
76358,Jordanka,Chinal,1994-06-03,Engineer,42161
76373,Duangkaew,Tsunoo,1997-06-23,Staff,40000
76373,Duangkaew,Tsunoo,9999-01-01,Senior Staff,40000
76374,Giao,Brookman,9999-01-01,Engineer,49230
76393,Golgen,Sundgren,1993-06-15,Staff,43324
76398,Younwoo,Heijenga,9999-01-01,Senior Staff,40000
76402,Toshimi,Emmart,1995-01-08,Senior Engineer,48511
76425,Kshitij,Hockney,9999-01-01,Senior Engineer,40000
76425,Kshitij,Hockney,1996-11-20,Engineer,40000
76444,Geoff,Validov,9999-01-01,Senior Engineer,46190
76467,Amabile,Schwartzbauer,1997-01-16,Senior Engineer,53723
76481,Suvo,Ruemmler,1993-06-30,Engineer,40000
76516,Arnd,Kroll,1998-06-29,Staff,48406
76516,Arnd,Kroll,9999-01-01,Senior Staff,48406
76541,Nigel,Bharadwaj,1993-03-03,Staff,55935
76541,Nigel,Bharadwaj,9999-01-01,Senior Staff,55935
76562,Renee,Basart,1995-10-30,Staff,65292
76562,Renee,Basart,9999-01-01,Senior Staff,65292
76566,Tsvetan,Pettit,1993-06-16,Staff,54090
76586,Karlis,Schurmann,9999-01-01,Senior Engineer,69510
76586,Karlis,Schurmann,1995-07-07,Engineer,69510
76590,Mats,Bazelow,1994-08-30,Staff,57753
76590,Mats,Bazelow,9999-01-01,Senior Staff,57753
76605,Randy,Slobodova,9999-01-01,Senior Staff,71334
76667,Luisa,Puppe,1997-07-05,Staff,57004
76667,Luisa,Puppe,9999-01-01,Senior Staff,57004
76672,Remko,Peris,9999-01-01,Senior Engineer,40000
76672,Remko,Peris,1993-12-07,Engineer,40000
76673,Cathie,Rando,9999-01-01,Senior Engineer,51965
76673,Cathie,Rando,1997-02-17,Engineer,51965
76689,Mansur,Steinauer,9999-01-01,Senior Engineer,46470
76689,Mansur,Steinauer,2001-06-15,Engineer,46470
76690,Shaowen,Danley,9999-01-01,Senior Engineer,62839
76690,Shaowen,Danley,1994-01-12,Engineer,62839
76709,Berto,Georg,9999-01-01,Senior Engineer,40000
76709,Berto,Georg,1996-07-11,Engineer,40000
76727,Valeri,Dusink,9999-01-01,Senior Engineer,56046
76727,Valeri,Dusink,1994-04-28,Engineer,56046
76750,Tomoyuki,Eastman,9999-01-01,Technique Leader,45909
76755,Masamitsu,Chimia,1992-09-06,Senior Staff,64498
76759,Zvonko,Hammerschmidt,9999-01-01,Staff,78279
76760,Adib,Bale,9999-01-01,Engineer,48303
76760,Adib,Bale,2002-02-04,Assistant Engineer,48303
76761,Raimond,Aloia,1994-02-14,Staff,72745
76761,Raimond,Aloia,9999-01-01,Senior Staff,72745
76764,Shuzo,Gien,9999-01-01,Senior Engineer,40000
76764,Shuzo,Gien,1996-10-27,Engineer,40000
76772,Gao,Garigliano,9999-01-01,Senior Engineer,42932
76773,Baruch,Wallrath,1997-07-02,Assistant Engineer,40000
76775,Arfst,Pietrzykowski,9999-01-01,Senior Engineer,42433
76775,Arfst,Pietrzykowski,1996-04-25,Engineer,42433
76809,Sariel,Zhiwei,9999-01-01,Senior Engineer,40000
76809,Sariel,Zhiwei,1997-12-20,Engineer,40000
76811,Ronnie,Kushner,9999-01-01,Staff,58545
76838,Mariusz,Azulay,1998-07-09,Senior Staff,42263
76853,Sanjit,Puppo,9999-01-01,Senior Engineer,56045
76853,Sanjit,Puppo,1994-08-25,Engineer,56045
76878,Abdelwaheb,Turnbull,9999-01-01,Staff,64870
76891,Freyja,Ramsey,1993-09-15,Engineer,40000
76895,Souichi,Meriste,9999-01-01,Senior Engineer,50137
76895,Souichi,Meriste,2000-04-01,Engineer,50137
76899,Hongzhu,Comte,9999-01-01,Senior Engineer,43647
76899,Hongzhu,Comte,1995-06-05,Engineer,43647
76909,Samphel,Luft,9999-01-01,Senior Engineer,40000
76909,Samphel,Luft,2001-12-05,Engineer,40000
76943,Sanjoy,Poulakidas,2002-04-28,Engineer,40000
76943,Sanjoy,Poulakidas,1995-07-18,Assistant Engineer,40000
76977,Sigeru,Stroustrup,1994-03-20,Staff,66149
76977,Sigeru,Stroustrup,9999-01-01,Senior Staff,66149
76985,Amalendu,Fontan,9999-01-01,Senior Engineer,40000
77002,Aran,Ratnakar,9999-01-01,Senior Engineer,55048
77039,Susanta,Walston,9999-01-01,Senior Engineer,40000
77039,Susanta,Walston,1994-02-25,Engineer,40000
77040,Yongdong,Gecseg,2002-04-12,Technique Leader,53417
77059,Garnik,Slobodova,1996-07-29,Staff,56707
77059,Garnik,Slobodova,9999-01-01,Senior Staff,56707
77060,Menkae,Kleiser,9999-01-01,Engineer,40000
77068,Leucio,Rattan,9999-01-01,Senior Engineer,40000
77068,Leucio,Rattan,1993-12-04,Engineer,40000
77081,Rance,Fritzsche,1994-06-17,Staff,55308
77081,Rance,Fritzsche,9999-01-01,Senior Staff,55308
77089,Renee,Wrigley,9999-01-01,Senior Engineer,59550
77089,Renee,Wrigley,1997-08-25,Engineer,59550
77092,Atilio,Baca,1992-03-22,Staff,52735
77102,Gad,Hettesheimer,1993-08-07,Staff,64931
77102,Gad,Hettesheimer,9999-01-01,Senior Staff,64931
77144,Gill,Milicia,9999-01-01,Senior Staff,84757
77147,Elrique,Baez,9999-01-01,Engineer,84965
77159,Naftaly,Awdeh,2000-11-11,Staff,50881
77159,Naftaly,Awdeh,9999-01-01,Senior Staff,50881
77173,Sachem,Merey,9999-01-01,Senior Staff,95344
77179,Gonzalo,Garigliano,9999-01-01,Staff,40000
77186,Irene,Crooks,1993-10-27,Staff,69031
77186,Irene,Crooks,9999-01-01,Senior Staff,69031
77195,Owen,Birrer,1992-10-13,Staff,40000
77195,Owen,Birrer,9999-01-01,Senior Staff,40000
77201,Kiyotoshi,Butner,9999-01-01,Staff,82923
77208,Bartek,Malabarba,9999-01-01,Technique Leader,61014
77212,Shaowen,Einsfeld,9999-01-01,Technique Leader,40000
77214,Fumitake,Kulisch,1995-02-18,Staff,72467
77225,Tomokazu,Cannard,9999-01-01,Senior Engineer,40000
77225,Tomokazu,Cannard,1994-06-04,Engineer,40000
77232,Kinh,Krogh,1994-11-13,Staff,47571
77232,Kinh,Krogh,9999-01-01,Senior Staff,47571
77244,Garnet,Docker,9999-01-01,Staff,53011
77263,Arto,Keustermans,1995-09-30,Staff,87513
77263,Arto,Keustermans,9999-01-01,Senior Staff,87513
77279,Xuejun,Burnard,9999-01-01,Staff,55081
77292,Berhard,Roccetti,9999-01-01,Engineer,40000
77292,Berhard,Roccetti,2002-01-25,Assistant Engineer,40000
77295,Weijing,Taubman,1993-06-17,Staff,40000
77295,Weijing,Taubman,9999-01-01,Senior Staff,40000
77297,Wanqing,Zumaque,9999-01-01,Staff,57173
77314,Augustine,Fabrizio,9999-01-01,Senior Engineer,62273
77314,Augustine,Fabrizio,1992-12-15,Engineer,62273
77324,Gila,Isaac,1992-02-21,Staff,67287
77324,Gila,Isaac,9999-01-01,Senior Staff,67287
77334,Jaber,Hegner,9999-01-01,Engineer,60836
77340,Bodh,Khalil,1998-10-05,Engineer,40000
77345,Jixiang,Klerer,1992-02-09,Engineer,82475
77346,Shir,Walston,1999-06-21,Staff,54017
77346,Shir,Walston,9999-01-01,Senior Staff,54017
77349,Goncalo,Butterworth,1990-07-11,Staff,40000
77349,Goncalo,Butterworth,9999-01-01,Senior Staff,40000
77372,Waiman,Sgarro,1999-11-25,Engineer,40000
77374,Laurentiu,Greibach,9999-01-01,Senior Engineer,64498
77374,Laurentiu,Greibach,1992-07-22,Engineer,64498
77378,Zissis,Crelier,9999-01-01,Senior Engineer,40000
77386,Bowen,McFarlan,1995-07-03,Staff,71161
77386,Bowen,McFarlan,9999-01-01,Senior Staff,71161
77406,Surveyors,Choobineh,9999-01-01,Senior Engineer,43114
77414,Kwun,Lienhardt,9999-01-01,Senior Engineer,40801
77414,Kwun,Lienhardt,2001-05-29,Engineer,40801
77438,Dekang,Engberts,9999-01-01,Senior Engineer,40000
77438,Dekang,Engberts,1992-04-23,Engineer,40000
77455,Atilio,Coullard,9999-01-01,Senior Engineer,52327
77455,Atilio,Coullard,1994-03-30,Engineer,52327
77458,Subhankar,Cannard,9999-01-01,Senior Engineer,50600
77458,Subhankar,Cannard,1996-12-14,Engineer,50600
77481,Kitty,Picel,1994-10-31,Staff,45427
77481,Kitty,Picel,9999-01-01,Senior Staff,45427
77500,Takahira,Iwayama,1996-07-06,Staff,64493
77500,Takahira,Iwayama,9999-01-01,Senior Staff,64493
77527,Adit,McFarlan,1990-03-02,Staff,40000
77527,Adit,McFarlan,1998-12-21,Senior Staff,40000
77540,Tse,Werthner,9999-01-01,Senior Engineer,44796
77541,Hideo,Furudate,9999-01-01,Senior Engineer,67940
77541,Hideo,Furudate,1994-01-30,Engineer,67940
77543,Constantino,Cannard,1996-05-22,Engineer,54744
77551,Lansing,Ossenbruggen,9999-01-01,Senior Staff,77484
77554,Troy,Iisaka,9999-01-01,Senior Engineer,40000
77554,Troy,Iisaka,1993-06-13,Engineer,40000
77568,Erzsebet,Peck,2001-05-20,Staff,84201
77568,Erzsebet,Peck,9999-01-01,Senior Staff,84201
77573,Gro,Barriga,2000-10-01,Staff,48981
77573,Gro,Barriga,9999-01-01,Senior Staff,48981
77599,Gudjon,Rosca,1995-04-23,Staff,62534
77599,Gudjon,Rosca,9999-01-01,Senior Staff,62534
77601,Frederique,Toyoshima,1994-05-03,Staff,47218
77601,Frederique,Toyoshima,9999-01-01,Senior Staff,47218
77610,Sanjeeva,Kadhim,9999-01-01,Senior Engineer,44937
77613,Stabislas,Frijda,9999-01-01,Staff,40000
77615,Jianwen,Krupka,9999-01-01,Staff,63718
77641,Berni,Nishimukai,1993-04-06,Staff,79829
77641,Berni,Nishimukai,9999-01-01,Senior Staff,79829
77650,Idoia,Bennis,9999-01-01,Senior Engineer,53035
77650,Idoia,Bennis,1993-10-04,Engineer,53035
77653,Geraldo,Chartres,9999-01-01,Engineer,58087
77665,Paddy,Fargier,9999-01-01,Engineer,60654
77689,Abdelkader,Swan,1992-11-15,Staff,65233
77689,Abdelkader,Swan,9999-01-01,Senior Staff,65233
77690,Nahum,Thorensen,2001-10-21,Senior Staff,72578
77702,Barna,Jiang,1993-11-22,Staff,44828
77702,Barna,Jiang,9999-01-01,Senior Staff,44828
77712,Hercules,Casley,1997-07-29,Staff,40000
77712,Hercules,Casley,9999-01-01,Senior Staff,40000
77743,Fen,Pollacia,1996-03-05,Staff,40000
77743,Fen,Pollacia,9999-01-01,Senior Staff,40000
77763,Mahmut,Mitchem,1993-08-18,Staff,40000
77763,Mahmut,Mitchem,9999-01-01,Senior Staff,40000
77768,Tokuyasu,Picel,9999-01-01,Senior Engineer,40000
77768,Tokuyasu,Picel,1996-12-21,Engineer,40000
77775,Hsiangchu,Varley,1991-09-23,Staff,58412
77786,Munehiro,Vieth,1992-02-11,Staff,86004
77803,Armond,Schwartzburd,1994-03-05,Staff,61977
77803,Armond,Schwartzburd,9999-01-01,Senior Staff,61977
77814,Ferdinand,Otillio,9999-01-01,Senior Engineer,44370
77847,Aron,Haumacher,9999-01-01,Senior Engineer,48607
77852,Niranjan,Parascandalo,1994-09-29,Staff,40000
77852,Niranjan,Parascandalo,9999-01-01,Senior Staff,40000
77861,Toshimo,Kleiser,1995-11-11,Senior Engineer,58603
77861,Toshimo,Kleiser,1991-10-19,Engineer,58603
77869,Masamitsu,Swick,9999-01-01,Senior Engineer,40000
77869,Masamitsu,Swick,1999-02-27,Engineer,40000
77884,Danel,Pollacia,9999-01-01,Senior Engineer,40000
77908,Frederique,Shimshoni,9999-01-01,Senior Engineer,40000
77908,Frederique,Shimshoni,1995-03-08,Engineer,40000
77915,Shimshon,Schnelling,1993-08-28,Staff,80201
77915,Shimshon,Schnelling,9999-01-01,Senior Staff,80201
77926,Herbert,Thibadeau,9999-01-01,Senior Engineer,40000
77926,Herbert,Thibadeau,1999-10-05,Engineer,40000
77942,Nalini,Georgakopoulos,1993-07-09,Staff,60987
77942,Nalini,Georgakopoulos,1999-10-08,Senior Staff,60987
77956,Mona,Binding,1998-05-21,Staff,80906
77956,Mona,Binding,9999-01-01,Senior Staff,80906
77974,Fei,Shihab,9999-01-01,Senior Engineer,63329
77974,Fei,Shihab,1993-10-09,Engineer,63329
77987,Lucian,Daescu,2001-08-02,Senior Engineer,40000
77987,Lucian,Daescu,1996-03-06,Engineer,40000
77988,Tze,Gyimothy,9999-01-01,Senior Engineer,40000
77988,Tze,Gyimothy,1995-11-25,Engineer,40000
77988,Tze,Gyimothy,1990-11-25,Assistant Engineer,40000
78014,Gay,Ressouche,9999-01-01,Senior Engineer,40000
78014,Gay,Ressouche,1992-03-06,Engineer,40000
78039,Genki,Heemskerk,9999-01-01,Senior Staff,90551
78082,Dung,Fontan,9999-01-01,Senior Engineer,67886
78102,Kristinn,Welham,1997-12-15,Staff,40000
78102,Kristinn,Welham,9999-01-01,Senior Staff,40000
78105,Rosalie,Petereit,1991-07-11,Engineer,40000
78111,Teunis,Ushiama,1995-07-31,Staff,74871
78111,Teunis,Ushiama,9999-01-01,Senior Staff,74871
78114,Zeljko,Mellouli,1992-02-12,Staff,83347
78114,Zeljko,Mellouli,1992-06-30,Senior Staff,83347
78152,Zhongwei,Spelt,2001-10-05,Staff,72750
78152,Zhongwei,Spelt,9999-01-01,Senior Staff,72750
78153,Kwan,Akiyama,9999-01-01,Senior Engineer,40000
78153,Kwan,Akiyama,2000-09-20,Engineer,40000
78168,Yinlin,Kushnir,9999-01-01,Senior Engineer,62826
78168,Yinlin,Kushnir,1998-09-14,Engineer,62826
78189,IEEE,Gischer,1986-12-30,Staff,40000
78212,Zito,Ligten,9999-01-01,Senior Engineer,40000
78225,Mircea,Ishibashi,9999-01-01,Engineer,60092
78226,Yannis,Potthoff,9999-01-01,Senior Engineer,40000
78226,Yannis,Potthoff,1994-08-01,Engineer,40000
78245,Kankanahalli,Bashian,9999-01-01,Senior Engineer,40000
78245,Kankanahalli,Bashian,1990-08-28,Engineer,40000
78252,Shahaf,Rosti,1996-05-05,Staff,59970
78252,Shahaf,Rosti,9999-01-01,Senior Staff,59970
78253,Jacopo,Erie,9999-01-01,Senior Engineer,40000
78253,Jacopo,Erie,1996-11-09,Engineer,40000
78268,Munehiko,Danlos,1997-10-04,Staff,40000
78268,Munehiko,Danlos,2001-09-04,Senior Staff,40000
78273,Mona,Verhoeff,1993-08-07,Staff,76839
78273,Mona,Verhoeff,9999-01-01,Senior Staff,76839
78310,Aria,Chaudhury,9999-01-01,Senior Engineer,53615
78310,Aria,Chaudhury,1996-09-25,Engineer,53615
78328,Berto,Gruenwald,9999-01-01,Senior Engineer,40000
78328,Berto,Gruenwald,1996-06-04,Engineer,40000
78331,Guozhong,Erol,2001-04-05,Staff,40000
78331,Guozhong,Erol,9999-01-01,Senior Staff,40000
78332,Sachio,Beausoleil,9999-01-01,Senior Engineer,40000
78333,Roselyn,Krupka,2002-04-19,Senior Engineer,40000
78347,Arne,Francisci,1997-11-22,Engineer,40000
78350,Eric,Kobara,1991-03-25,Staff,53103
78350,Eric,Kobara,9999-01-01,Senior Staff,53103
78353,Jongsuk,Luders,2000-01-05,Senior Engineer,43894
78385,Syozo,Hasenauer,9999-01-01,Senior Engineer,64401
78385,Syozo,Hasenauer,1994-07-02,Engineer,64401
78413,Toshimi,Jenevein,1991-05-13,Staff,65849
78427,Zeljko,Merks,9999-01-01,Senior Engineer,59113
78427,Zeljko,Merks,1993-11-18,Engineer,59113
78429,Chinhyun,Andreotta,9999-01-01,Technique Leader,60563
78438,Susanne,Vuskovic,1996-08-22,Staff,48784
78438,Susanne,Vuskovic,9999-01-01,Senior Staff,48784
78452,Hironoby,Walstra,9999-01-01,Senior Engineer,58095
78454,Masaki,Marciano,9999-01-01,Senior Staff,71643
78463,Zita,Kaelbling,9999-01-01,Senior Engineer,40000
