emp_no,first_name,last_name,to_date,title
98675,Shigehiro,Suri,1993-03-07,Staff
98680,Serge,Tchuente,9999-01-01,Technique Leader
98682,Naraig,Parhami,9999-01-01,Senior Staff
98682,Naraig,Parhami,1998-10-28,Staff
98683,Charmane,Lodder,2000-11-20,Engineer
98683,Charmane,Lodder,9999-01-01,Senior Engineer
98697,JiYoung,Harbusch,9999-01-01,Staff
98699,Karsten,Koyama,9999-01-01,Senior Staff
98699,Karsten,Koyama,1993-03-16,Staff
98713,Stabislas,Luit,9999-01-01,Senior Staff
98717,Chenyi,Oaver,9999-01-01,Staff
98725,Gill,Kaminger,9999-01-01,Engineer
98732,Nikolaus,Baca,9999-01-01,Senior Staff
98732,Nikolaus,Baca,1997-02-14,Staff
98745,Zhanqiu,Kitsuregawa,9999-01-01,Senior Engineer
98750,Shooichi,Braccini,1994-12-30,Engineer
98750,Shooichi,Braccini,9999-01-01,Senior Engineer
98753,Franziska,Murillo,9999-01-01,Senior Staff
98753,Franziska,Murillo,2000-09-11,Staff
98766,Gretta,Buchter,2002-04-16,Engineer
98766,Gretta,Buchter,9999-01-01,Senior Engineer
98768,Valery,Iacovou,9999-01-01,Senior Engineer
98793,Stevo,Merey,9999-01-01,Staff
98795,Pasqua,Hertweck,9999-01-01,Senior Staff
98795,Pasqua,Hertweck,1991-09-28,Staff
98805,Junichi,Demizu,1990-05-29,Senior Engineer
98807,Aloys,Hanratty,9999-01-01,Staff
98813,Surveyors,Peck,1993-11-13,Engineer
98813,Surveyors,Peck,9999-01-01,Senior Engineer
98820,Djenana,Erva,9999-01-01,Technique Leader
98823,Tesuya,Hartvigsen,9999-01-01,Senior Staff
98823,Tesuya,Hartvigsen,1997-08-06,Staff
98825,Aemilian,Kroft,1996-10-14,Engineer
98825,Aemilian,Kroft,9999-01-01,Senior Engineer
98832,Margo,Akiyama,9999-01-01,Senior Staff
98832,Margo,Akiyama,1991-02-10,Staff
98838,Kazuhito,Deville,9999-01-01,Senior Engineer
98845,Jessie,Anido,9999-01-01,Senior Staff
98850,Augustine,Picco,1999-04-02,Senior Engineer
98852,Arno,Rissland,9999-01-01,Engineer
98854,Kotesh,Garrabrants,9999-01-01,Assistant Engineer
98861,George,Bellmore,9999-01-01,Senior Staff
98861,George,Bellmore,1991-06-20,Staff
98893,Theron,Ramalingam,1993-07-30,Engineer
98893,Theron,Ramalingam,9999-01-01,Senior Engineer
98905,Nikolaos,Negoita,9999-01-01,Senior Engineer
98913,Toshimori,Fabrizio,9999-01-01,Senior Staff
98913,Toshimori,Fabrizio,1992-03-20,Staff
98918,Perry,Kopetz,9999-01-01,Staff
98927,Eirik,Shigei,1994-04-11,Staff
98944,Guiseppe,Erbe,1996-12-02,Senior Staff
98944,Guiseppe,Erbe,1996-04-21,Staff
98957,Khalil,Schmittgen,9999-01-01,Senior Engineer
98958,Jaideep,Denos,2000-08-23,Senior Staff
98962,Brendon,Sluis,1992-10-02,Engineer
98962,Brendon,Sluis,9999-01-01,Senior Engineer
98965,Mori,Parhami,1995-05-03,Engineer
98965,Mori,Parhami,9999-01-01,Senior Engineer
98973,Aemilian,Quittner,1991-01-05,Engineer
98973,Aemilian,Quittner,9999-01-01,Senior Engineer
98977,Richara,Alameldin,1995-02-20,Assistant Engineer
98977,Richara,Alameldin,9999-01-01,Engineer
98978,Doohun,Sidje,2002-05-24,Senior Staff
98978,Doohun,Sidje,1994-06-06,Staff
98984,Rosalyn,Ushiama,9999-01-01,Senior Staff
98984,Rosalyn,Ushiama,1997-06-09,Staff
98987,Dipayan,Suermann,1992-09-13,Engineer
98987,Dipayan,Suermann,9999-01-01,Senior Engineer
98992,Gonzalo,Heping,1994-08-16,Engineer
98992,Gonzalo,Heping,9999-01-01,Senior Engineer
98993,Ronghao,Apsitis,9999-01-01,Senior Engineer
98996,Parke,Kalloufi,9999-01-01,Staff
99002,Shan,Bergere,9999-01-01,Senior Staff
99007,Ugo,Ibel,9999-01-01,Senior Staff
99007,Ugo,Ibel,1994-05-29,Staff
99013,Tsz,Cools,2002-02-09,Engineer
99013,Tsz,Cools,9999-01-01,Senior Engineer
99014,Adly,Siprelle,9999-01-01,Senior Staff
99014,Adly,Siprelle,1991-12-11,Staff
99022,Golgen,Wilfing,1993-05-08,Engineer
99022,Golgen,Wilfing,9999-01-01,Senior Engineer
99023,Gill,Kusakabe,9999-01-01,Senior Staff
99023,Gill,Kusakabe,1994-03-28,Staff
99026,Zhongwei,Broomell,1991-10-14,Staff
99029,Ohad,Eiter,1995-06-22,Engineer
99029,Ohad,Eiter,9999-01-01,Senior Engineer
99040,Danil,Kalorkoti,1997-05-01,Staff
99050,Stevo,Krichel,9999-01-01,Senior Staff
99050,Stevo,Krichel,1997-06-10,Staff
99061,Arco,Gustavson,1992-06-27,Engineer
99061,Arco,Gustavson,1994-02-04,Senior Engineer
99064,Marin,Trogemann,9999-01-01,Senior Staff
99064,Marin,Trogemann,2000-09-28,Staff
99071,Niranjan,Luders,1988-10-31,Senior Engineer
99097,Toshiki,Munawer,1994-04-19,Engineer
99097,Toshiki,Munawer,9999-01-01,Senior Engineer
99104,Karsten,Kolinko,9999-01-01,Senior Staff
99104,Karsten,Kolinko,1991-07-13,Staff
99116,Luigi,Pargaonkar,1993-07-06,Engineer
99116,Luigi,Pargaonkar,1995-02-27,Senior Engineer
99122,Tooru,Schwabacher,2001-05-17,Engineer
99126,Isamu,Chepyzhov,1993-07-04,Engineer
99126,Isamu,Chepyzhov,1997-05-10,Senior Engineer
99137,Yonghoan,Pollock,1995-12-21,Engineer
99137,Yonghoan,Pollock,9999-01-01,Senior Engineer
99153,Maik,Montresor,9999-01-01,Senior Engineer
99161,Ramya,Heyers,2002-05-08,Engineer
99161,Ramya,Heyers,9999-01-01,Senior Engineer
99173,Evgueni,Engberts,1986-07-20,Senior Engineer
99182,Jaques,Fontan,9999-01-01,Engineer
99206,Florian,Matheson,9999-01-01,Senior Staff
99208,Mokhtar,Bernick,2000-05-17,Engineer
99208,Mokhtar,Bernick,9999-01-01,Senior Engineer
99210,Irene,Morrin,1991-05-19,Engineer
99210,Irene,Morrin,9999-01-01,Senior Engineer
99220,Domenico,Zobel,9999-01-01,Technique Leader
99221,Masamitsu,Fiebach,1998-02-13,Senior Staff
99221,Masamitsu,Fiebach,1998-01-16,Staff
99226,Mario,Pehl,2002-01-14,Engineer
99226,Mario,Pehl,9999-01-01,Senior Engineer
99231,Nahla,Wielonsky,9999-01-01,Senior Engineer
99253,Genki,Maccarone,9999-01-01,Staff
99269,Leaf,Gien,9999-01-01,Engineer
99272,Yuriy,Birge,9999-01-01,Staff
99274,Taizo,Schurmann,9999-01-01,Senior Engineer
99276,Takanari,Aamodt,9999-01-01,Senior Staff
99276,Takanari,Aamodt,1995-01-01,Staff
99288,Gilbert,Moffat,2000-05-02,Staff
99290,Youssef,Basagni,2000-08-06,Engineer
99290,Youssef,Basagni,9999-01-01,Senior Engineer
99296,Jaewoo,Kushner,1987-09-03,Staff
99297,Xinan,Erman,2001-06-26,Engineer
99297,Xinan,Erman,9999-01-01,Senior Engineer
99299,Sachem,Claffy,1995-06-10,Assistant Engineer
99299,Sachem,Claffy,9999-01-01,Engineer
99307,Moto,Thibadeau,9999-01-01,Senior Staff
99307,Moto,Thibadeau,1995-08-23,Staff
99313,Masasuke,Caine,9999-01-01,Senior Staff
99313,Masasuke,Caine,1991-04-02,Staff
99340,Masaru,Selvestrel,9999-01-01,Senior Staff
99365,Poornachandra,Kopetz,9999-01-01,Senior Engineer
99367,Uriel,Hutton,2002-03-14,Senior Engineer
99369,Marke,Krohn,9999-01-01,Senior Staff
99369,Marke,Krohn,1994-05-10,Staff
99371,Tokuyasu,Vuskovic,1991-11-17,Engineer
99371,Tokuyasu,Vuskovic,9999-01-01,Senior Engineer
99376,Olivera,Blokdijk,9999-01-01,Senior Engineer
99390,Cristinel,Potthoff,2000-03-17,Engineer
99390,Cristinel,Potthoff,9999-01-01,Senior Engineer
99400,Hitomi,Decaestecker,9999-01-01,Senior Staff
99400,Hitomi,Decaestecker,1994-09-20,Staff
99408,Idoia,Roisin,1994-04-11,Senior Engineer
99412,Shuho,Christ,1999-08-24,Engineer
99422,Kotesh,Navazio,9999-01-01,Senior Staff
99422,Kotesh,Navazio,1995-04-26,Staff
99431,Prodip,Kusalik,9999-01-01,Senior Staff
99438,Vidar,Prochazka,9999-01-01,Senior Staff
99438,Vidar,Prochazka,1996-04-20,Staff
99442,Sibyl,Uhrig,9999-01-01,Senior Staff
99442,Sibyl,Uhrig,1996-07-11,Staff
99443,Zita,Woycyznski,9999-01-01,Senior Staff
99443,Zita,Woycyznski,1995-11-11,Staff
99451,Guenter,Riexinger,9999-01-01,Senior Staff
99451,Guenter,Riexinger,1998-12-09,Staff
99456,Lech,Verspoor,1996-02-02,Engineer
99466,Margo,Schusler,1991-07-27,Engineer
99466,Margo,Schusler,9999-01-01,Senior Engineer
99473,Jaihie,Servi,2001-03-06,Assistant Engineer
99473,Jaihie,Servi,9999-01-01,Engineer
99476,Shahaf,Laventhal,9999-01-01,Staff
99481,Arnd,Akaboshi,9999-01-01,Senior Staff
99481,Arnd,Akaboshi,2001-10-23,Staff
99492,Rosine,Gajiwala,9999-01-01,Senior Staff
99492,Rosine,Gajiwala,1998-07-24,Staff
99495,Tayeb,Alblas,2001-07-30,Senior Staff
99495,Tayeb,Alblas,1997-01-14,Staff
99501,Djenana,Scharstein,1999-06-27,Engineer
99501,Djenana,Scharstein,9999-01-01,Senior Engineer
99520,Eran,Copas,2000-02-02,Engineer
99520,Eran,Copas,9999-01-01,Senior Engineer
99522,Murthy,Prenel,9999-01-01,Senior Staff
99522,Murthy,Prenel,1994-06-02,Staff
99527,Feipei,Duclos,9999-01-01,Engineer
99532,Percy,Picco,1989-03-09,Staff
99544,Irene,Petersohn,9999-01-01,Engineer
99550,Tsvetan,Hebert,1993-07-09,Senior Staff
99557,Arlette,Fordan,9999-01-01,Senior Staff
99560,Maris,Calkin,1998-06-29,Senior Staff
99564,Vitali,Azevdeo,9999-01-01,Senior Staff
99564,Vitali,Azevdeo,1995-04-25,Staff
99567,Christfried,Oberman,9999-01-01,Assistant Engineer
99570,Xiaoheng,Rodham,1990-08-23,Technique Leader
99571,Rajmohan,Slobodova,1998-07-03,Engineer
99571,Rajmohan,Slobodova,9999-01-01,Senior Engineer
99583,Holgard,Schmittgen,9999-01-01,Senior Staff
99585,Khoa,Kropp,1991-09-26,Engineer
99592,Jayson,Rubsam,1993-05-29,Senior Staff
99592,Jayson,Rubsam,1990-04-28,Staff
99606,Kamran,Flowers,9999-01-01,Senior Staff
99606,Kamran,Flowers,1993-12-30,Staff
99608,Baruch,Paludetto,9999-01-01,Engineer
99611,Breannda,Stasinski,9999-01-01,Senior Staff
99611,Breannda,Stasinski,1994-08-28,Staff
99622,Etsuo,Taneja,1992-05-18,Engineer
99622,Etsuo,Taneja,9999-01-01,Senior Engineer
99637,Moti,Maccarone,9999-01-01,Senior Engineer
99643,Beshir,Babu,9999-01-01,Senior Staff
99643,Beshir,Babu,1991-05-03,Staff
99646,Manu,Farris,9999-01-01,Technique Leader
99649,Danny,Berstel,1993-11-25,Engineer
99649,Danny,Berstel,9999-01-01,Senior Engineer
99655,Elvis,Borovoy,2001-04-03,Engineer
99655,Elvis,Borovoy,9999-01-01,Senior Engineer
99671,Tsuneo,Leppanen,9999-01-01,Senior Staff
99681,Henk,Tramer,9999-01-01,Senior Staff
99687,Barna,Yavatkar,1993-05-17,Engineer
99687,Barna,Yavatkar,9999-01-01,Senior Engineer
99688,Christophe,Noriega,9999-01-01,Senior Staff
99688,Christophe,Noriega,1993-03-01,Staff
99703,Manton,Berstel,1998-09-11,Engineer
99703,Manton,Berstel,9999-01-01,Senior Engineer
99705,Souichi,Bahr,9999-01-01,Senior Staff
99705,Souichi,Bahr,1993-09-27,Staff
99716,Luerbio,Casperson,9999-01-01,Senior Staff
99716,Luerbio,Casperson,1993-12-17,Staff
99719,Sreekrishna,Ramamoorthy,9999-01-01,Senior Staff
99719,Sreekrishna,Ramamoorthy,2001-04-09,Staff
99729,Dmitri,Porenta,9999-01-01,Senior Staff
99729,Dmitri,Porenta,1996-06-22,Staff
99740,Adly,Wiegley,1994-03-10,Staff
99745,Girolamo,Highland,1994-12-12,Engineer
99745,Girolamo,Highland,9999-01-01,Senior Engineer
99748,Van,Negoita,1996-11-17,Staff
99769,Xinyu,Winter,9999-01-01,Senior Staff
99769,Xinyu,Winter,2000-07-24,Staff
99771,Gudjon,Lund,1999-05-23,Engineer
99771,Gudjon,Lund,9999-01-01,Senior Engineer
99775,Shigeaki,Denis,1999-12-10,Senior Staff
99775,Shigeaki,Denis,1994-10-12,Staff
99779,Rasiah,Taubenfeld,9999-01-01,Senior Engineer
99781,Randi,Sury,9999-01-01,Senior Staff
99781,Randi,Sury,1992-12-03,Staff
99788,Adly,Orsini,1993-10-10,Engineer
99788,Adly,Orsini,9999-01-01,Senior Engineer
99790,Guadalupe,Lowrie,9999-01-01,Senior Engineer
99792,Kensyu,Calkin,2001-04-30,Staff
99794,Kristin,Garnick,1995-03-15,Engineer
99794,Kristin,Garnick,9999-01-01,Senior Engineer
99803,Franziska,Oberman,1992-09-27,Staff
99804,Abdelghani,Benner,1995-01-13,Assistant Engineer
99804,Abdelghani,Benner,2002-01-13,Engineer
99804,Abdelghani,Benner,9999-01-01,Senior Engineer
99823,Yoshinari,Chiodo,1998-01-05,Senior Engineer
99833,Alagu,Tsukuda,1994-06-28,Engineer
99837,Dipayan,Anick,9999-01-01,Senior Engineer
99845,Ebru,Matheson,1992-05-06,Engineer
99853,Gor,Morrey,1990-07-12,Staff
99860,Mitchel,Homond,9999-01-01,Technique Leader
99874,Leif,Belinskaya,1995-12-03,Engineer
99874,Leif,Belinskaya,9999-01-01,Senior Engineer
99876,Zhonghui,Angiulli,1997-06-02,Senior Engineer
99880,Herbert,Conti,9999-01-01,Senior Staff
99880,Herbert,Conti,1996-08-19,Staff
99882,Rafail,Falby,1995-01-11,Engineer
99882,Rafail,Falby,9999-01-01,Senior Engineer
99883,Dulce,Linares,9999-01-01,Senior Engineer
99889,Mohammad,Osgood,9999-01-01,Engineer
99890,Aemilian,Decleir,9999-01-01,Senior Staff
99890,Aemilian,Decleir,1994-11-18,Staff
99895,Olivera,Feldmann,2000-07-22,Engineer
99895,Olivera,Feldmann,9999-01-01,Senior Engineer
99915,Elgin,Perna,1993-02-26,Engineer
99915,Elgin,Perna,9999-01-01,Senior Engineer
99927,Bernardo,Luck,1994-03-11,Engineer
99927,Bernardo,Luck,9999-01-01,Senior Engineer
99932,Eishiro,Terwilliger,1989-04-01,Engineer
99937,Yannik,Himler,1995-11-17,Engineer
99937,Yannik,Himler,9999-01-01,Senior Engineer
99966,Masali,Ferretti,9999-01-01,Staff
99972,Jaana,Schaaf,9999-01-01,Staff
99981,Rimon,Grandbois,2002-05-03,Engineer
99981,Rimon,Grandbois,9999-01-01,Senior Engineer
99989,Divine,Docker,9999-01-01,Engineer
100008,Otmar,Selvestrel,1998-04-13,Senior Engineer
100013,Gunilla,Bernardinello,1992-04-09,Engineer
100013,Gunilla,Bernardinello,9999-01-01,Senior Engineer
100017,Saeko,Radwan,1995-09-10,Staff
100022,Iara,Lindenbaum,9999-01-01,Senior Staff
100022,Iara,Lindenbaum,1990-02-04,Staff
100023,Boutros,Emiris,1992-08-04,Assistant Engineer
100024,Godehard,Pelz,9999-01-01,Senior Staff
100032,Jaewoo,Papsdorf,9999-01-01,Senior Staff
100032,Jaewoo,Papsdorf,1997-01-19,Staff
100042,Raimond,Turnbull,9999-01-01,Staff
100046,Jayson,Jumpertz,1991-06-14,Engineer
100046,Jayson,Jumpertz,9999-01-01,Senior Engineer
100048,Dannz,Motley,2002-03-25,Technique Leader
100072,Fan,Zeleznik,9999-01-01,Engineer
100074,Yechiam,Velardi,1994-07-15,Engineer
100074,Yechiam,Velardi,9999-01-01,Senior Engineer
100092,Eckart,Cannane,1992-01-28,Engineer
100092,Eckart,Cannane,9999-01-01,Senior Engineer
100101,Shakhar,Egerstedt,1995-05-11,Engineer
100101,Shakhar,Egerstedt,9999-01-01,Senior Engineer
100108,Kwangho,Underwood,1995-07-30,Staff
100112,Akemi,Naumovich,1999-06-30,Assistant Engineer
100112,Akemi,Naumovich,9999-01-01,Engineer
100115,Siddarth,Servieres,9999-01-01,Senior Staff
100115,Siddarth,Servieres,1992-10-20,Staff
100117,Fumitaka,Beerel,9999-01-01,Senior Staff
100118,Sajjad,Goldhammer,9999-01-01,Technique Leader
100125,Kristinn,Benveniste,9999-01-01,Senior Staff
100125,Kristinn,Benveniste,1996-02-13,Staff
100137,Seongbae,Bail,1992-03-16,Engineer
100137,Seongbae,Bail,9999-01-01,Senior Engineer
100138,Changho,Prenel,1997-06-16,Assistant Engineer
100138,Changho,Prenel,9999-01-01,Engineer
100142,Terresa,Isard,9999-01-01,Senior Staff
100146,Nalini,Woycyznski,9999-01-01,Technique Leader
100158,Ayakannu,Falby,9999-01-01,Senior Staff
100159,Sakthirel,Boudaillier,1992-11-27,Engineer
100159,Sakthirel,Boudaillier,9999-01-01,Senior Engineer
100169,Ingmar,Angot,9999-01-01,Technique Leader
100172,Selwyn,Kranzdorf,9999-01-01,Senior Staff
100172,Selwyn,Kranzdorf,1999-01-16,Staff
100175,Willard,Maginnis,9999-01-01,Senior Engineer
100180,Ohad,Lichtner,1995-06-16,Engineer
100180,Ohad,Lichtner,9999-01-01,Senior Engineer
100190,Lenore,Thebaut,9999-01-01,Technique Leader
100205,Nahid,Gustavson,9999-01-01,Technique Leader
100206,Arumugam,Wrigley,9999-01-01,Senior Engineer
100229,Aamer,Ferretti,2001-06-14,Engineer
100246,Berna,Jording,1992-10-09,Staff
100255,Amabile,Sullins,1997-09-02,Engineer
100257,Mahmut,Poulakidas,9999-01-01,Engineer
100259,Jiang,Laurillard,9999-01-01,Senior Staff
100259,Jiang,Laurillard,1996-02-03,Staff
100264,Jaroslava,Hegner,9999-01-01,Senior Engineer
100274,Fei,Miyakawa,9999-01-01,Senior Staff
100274,Fei,Miyakawa,1992-10-06,Staff
100277,Ravishankar,Baby,1996-08-16,Engineer
100277,Ravishankar,Baby,9999-01-01,Senior Engineer
100279,Mingdong,Gustavson,9999-01-01,Staff
100292,Takanari,Zambonelli,9999-01-01,Senior Staff
100292,Takanari,Zambonelli,1994-10-10,Staff
100295,Huican,Schmiedel,9999-01-01,Senior Staff
100295,Huican,Schmiedel,1993-01-23,Staff
100300,Paraskevi,Lieblein,1992-04-11,Engineer
100300,Paraskevi,Lieblein,9999-01-01,Senior Engineer
100303,Huei,Pargaonkar,9999-01-01,Senior Engineer
100305,Christfried,Heyers,9999-01-01,Senior Engineer
100317,Xiaopeng,Lorys,9999-01-01,Senior Staff
100317,Xiaopeng,Lorys,1994-12-11,Staff
100319,Frazer,Billingsley,9999-01-01,Senior Engineer
100322,Janalee,Bahr,9999-01-01,Senior Staff
100331,Leon,Tiemann,2000-10-01,Senior Staff
100331,Leon,Tiemann,1993-08-10,Staff
100332,Tooru,Schonegge,9999-01-01,Senior Engineer
100333,Kyoichi,Radivojevic,9999-01-01,Assistant Engineer
100338,Aiman,Reeker,1989-09-04,Engineer
100347,Otmar,Gajiwala,1988-03-22,Senior Staff
100349,Gianluca,Jarecki,1993-06-18,Engineer
100349,Gianluca,Jarecki,9999-01-01,Senior Engineer
100352,Moss,Poupard,9999-01-01,Senior Engineer
100358,Lucian,Falby,1993-04-17,Assistant Engineer
100358,Lucian,Falby,2001-04-17,Engineer
100358,Lucian,Falby,9999-01-01,Senior Engineer
100359,Vishwani,Speer,9999-01-01,Senior Engineer
100364,Douadi,Luit,2001-06-06,Assistant Engineer
100382,Mariangiola,Wynblatt,1997-05-25,Engineer
100382,Mariangiola,Wynblatt,9999-01-01,Senior Engineer
100384,Richara,Yurek,1995-06-03,Engineer
100384,Richara,Yurek,9999-01-01,Senior Engineer
100386,Lubomir,Dulay,9999-01-01,Engineer
100395,Sadun,Kavraki,1990-05-25,Staff
100403,Chikara,Stavenow,9999-01-01,Senior Engineer
100406,Yoshinari,Coors,9999-01-01,Senior Staff
100406,Yoshinari,Coors,1990-10-11,Staff
100413,Mara,Schurmann,1999-06-10,Engineer
100413,Mara,Schurmann,9999-01-01,Senior Engineer
100416,Chinya,Neimat,1995-08-16,Engineer
100416,Chinya,Neimat,9999-01-01,Senior Engineer
100419,Jaana,Leivant,9999-01-01,Senior Staff
100419,Jaana,Leivant,1997-01-09,Staff
100428,Fayez,Einsfeld,1994-12-07,Engineer
100428,Fayez,Einsfeld,9999-01-01,Senior Engineer
100429,Jayesh,Brender,9999-01-01,Senior Engineer
100436,Subhankar,Gini,9999-01-01,Senior Staff
100436,Subhankar,Gini,1993-06-24,Staff
100444,Arno,Itzigehl,9999-01-01,Senior Staff
100452,Guther,Lowrie,2001-07-17,Engineer
100452,Guther,Lowrie,9999-01-01,Senior Engineer
100465,Takahira,Potthoff,1994-07-17,Engineer
100465,Takahira,Potthoff,1997-07-26,Senior Engineer
100474,Valery,Sichman,1992-11-28,Engineer
100474,Valery,Sichman,1994-01-05,Senior Engineer
100475,Aron,Piazza,9999-01-01,Senior Staff
100475,Aron,Piazza,1997-02-01,Staff
100486,Radhakrishnan,Maksimenko,9999-01-01,Senior Staff
100486,Radhakrishnan,Maksimenko,1997-10-09,Staff
100492,Vincent,Tibblin,9999-01-01,Senior Staff
100497,Tze,Fortenbacher,1993-04-06,Engineer
100497,Tze,Fortenbacher,9999-01-01,Senior Engineer
100500,Tetsurou,Sichman,1996-10-14,Engineer
100500,Tetsurou,Sichman,9999-01-01,Senior Engineer
100513,Kenroku,Walston,1996-10-07,Senior Staff
100516,Seongbae,Staudhammer,1990-09-22,Assistant Engineer
100516,Seongbae,Staudhammer,1995-09-22,Engineer
100516,Seongbae,Staudhammer,9999-01-01,Senior Engineer
100528,Irene,Kushnir,2002-07-13,Senior Staff
100528,Irene,Kushnir,1997-05-17,Staff
100531,Toshiko,Kranzdorf,9999-01-01,Senior Engineer
100534,Aamer,Luga,9999-01-01,Staff
100555,Lucien,Gecsel,9999-01-01,Senior Staff
100555,Lucien,Gecsel,1995-08-14,Staff
100556,Sachem,Kaiserswerth,9999-01-01,Senior Staff
100568,Aral,Huhdanpaa,9999-01-01,Senior Staff
100569,Sreekrishna,Anandan,1991-10-25,Engineer
100569,Sreekrishna,Anandan,9999-01-01,Senior Engineer
100574,Lucien,Bennet,9999-01-01,Senior Staff
100574,Lucien,Bennet,2002-02-14,Staff
100576,Xiaopeng,Gluchowski,1986-05-14,Staff
100583,Goetz,Schnelling,9999-01-01,Senior Engineer
100593,Sasan,Sethi,9999-01-01,Engineer
100606,Shigeichiro,Oskamp,1995-07-19,Engineer
100606,Shigeichiro,Oskamp,1999-07-12,Senior Engineer
100607,Irene,Yetto,1993-05-21,Engineer
100607,Irene,Yetto,2001-11-21,Senior Engineer
100609,Gina,Lakshmanan,1999-09-26,Engineer
100609,Gina,Lakshmanan,9999-01-01,Senior Engineer
100621,Olivera,Joslin,9999-01-01,Engineer
100634,Halsur,Yurek,1994-04-28,Engineer
100634,Halsur,Yurek,9999-01-01,Senior Engineer
100653,Georgi,Maraist,1997-10-27,Engineer
100653,Georgi,Maraist,9999-01-01,Senior Engineer
100656,Persi,Teitelbaum,9999-01-01,Engineer
100673,Giri,Jiang,9999-01-01,Senior Staff
100673,Giri,Jiang,1993-12-31,Staff
100674,Mariangiola,Lovengreen,9999-01-01,Technique Leader
100678,Premal,Terkki,1998-09-06,Engineer
100678,Premal,Terkki,9999-01-01,Senior Engineer
100680,Xiping,Duclos,9999-01-01,Senior Staff
100682,Ingemar,Pepe,2000-04-05,Engineer
100686,True,Beausoleil,9999-01-01,Senior Staff
100686,True,Beausoleil,1994-06-14,Staff
100698,Gino,Atrawala,9999-01-01,Senior Staff
100698,Gino,Atrawala,1995-11-06,Staff
100705,Radhika,McFarlan,1993-12-24,Engineer
100708,Yaghout,Pauthner,9999-01-01,Engineer
100721,Poornachandra,Bade,2000-09-15,Engineer
100721,Poornachandra,Bade,9999-01-01,Senior Engineer
100725,Zvonko,Maliniak,9999-01-01,Senior Staff
100725,Zvonko,Maliniak,2001-09-26,Staff
100746,Heather,Rehfuss,9999-01-01,Senior Staff
100746,Heather,Rehfuss,1996-07-07,Staff
100748,Uriel,Marakhovsky,9999-01-01,Senior Staff
100753,Zsolt,Baca,1993-09-13,Engineer
100753,Zsolt,Baca,9999-01-01,Senior Engineer
100769,Willard,Clemencon,9999-01-01,Senior Engineer
100787,Ewing,Sury,9999-01-01,Staff
100838,Kristin,Serre,9999-01-01,Technique Leader
100842,Dante,Brobst,9999-01-01,Senior Engineer
100845,Bezalel,Angelov,1986-04-09,Assistant Engineer
100846,Mark,Kalloufi,1988-10-23,Technique Leader
100853,Aris,Coombs,1995-03-02,Engineer
100853,Aris,Coombs,9999-01-01,Senior Engineer
100854,Serge,Kaiserswerth,1996-06-19,Engineer
100854,Serge,Kaiserswerth,9999-01-01,Senior Engineer
100867,Shridhar,Koblick,1990-08-18,Staff
100880,Chikara,Thibadeau,9999-01-01,Senior Staff
100880,Chikara,Thibadeau,1994-01-11,Staff
100884,Adamantios,Rousseau,9999-01-01,Senior Staff
100884,Adamantios,Rousseau,2000-12-14,Staff
100889,Mariusz,Spelt,9999-01-01,Senior Staff
100889,Mariusz,Spelt,1996-01-25,Staff
100897,Oksana,Clemencon,1994-08-24,Engineer
100897,Oksana,Clemencon,1998-10-22,Senior Engineer
100900,Saniya,Vandervoorde,9999-01-01,Senior Staff
100900,Saniya,Vandervoorde,1994-06-27,Staff
100914,Erzsebet,Shackell,1994-10-14,Engineer
100914,Erzsebet,Shackell,9999-01-01,Senior Engineer
100920,Henk,Byoun,1992-01-29,Assistant Engineer
100920,Henk,Byoun,1997-01-28,Engineer
100920,Henk,Byoun,9999-01-01,Senior Engineer
100924,Moni,Sewelson,9999-01-01,Staff
100927,Troy,Lovengreen,9999-01-01,Assistant Engineer
100933,Uli,Taneja,9999-01-01,Senior Staff
100933,Uli,Taneja,1993-03-27,Staff
100934,Goncalo,Czaja,9999-01-01,Engineer
100960,Saniya,Candan,1990-11-09,Assistant Engineer
100960,Saniya,Candan,1995-11-09,Engineer
100960,Saniya,Candan,9999-01-01,Senior Engineer
100964,Arra,Mamelak,1991-12-25,Assistant Engineer
100964,Arra,Mamelak,1997-12-24,Engineer
100964,Arra,Mamelak,9999-01-01,Senior Engineer
100965,Lucian,Bultermann,9999-01-01,Senior Staff
100965,Lucian,Bultermann,1995-05-04,Staff
100969,Falguni,Eugenio,1990-03-08,Staff
100974,Adas,Ebeling,1994-10-25,Assistant Engineer
100974,Adas,Ebeling,9999-01-01,Engineer
100998,Breannda,Portugali,9999-01-01,Senior Staff
